"","Date","Plot","EVI","EVI2","GNDVI","NDRE","NDVI","NGRDI","NIRRENDVI","RedEdgeNDVI","RENDVI","RGBVI","SAVI","VARI","PM","EXPT_YEAR","Crop","IRR","ET_wb","DAS","Kc"
"443",2021-01-05,22,0.504746241,0.347919147,0.241107907,0.080185052,0.21677241,-0.020112954,0.260156212,0.080185052,0.21677241,0.535415991,0.325210286,0.374754187,2.31701723639357,"2020-2021","Green beans",75,0.89,42,0.384114535714583
"444",2021-01-05,23,0.501266811,0.349670103,0.238717068,0.080631921,0.23395189,0.001769759,0.280767468,0.080631921,0.23395189,0.226783694,0.351086292,0.139953143,2.31701723639357,"2020-2021","Green beans",50,0.44,42,0.189899321027434
"445",2021-01-05,24,0.532238267,0.353623267,0.213212089,0.042070072,0.214126772,0.006220915,0.25709548,0.042070072,0.214126772,0.207545136,0.321358652,0.080575209,2.31701723639357,"2020-2021","Green beans",100,0.66,42,0.284848981541151
"457",2021-01-06,13,0.461070298,0.338610576,0.262027298,0.069167001,0.224289442,-0.03403051,0.26906664,0.069167001,0.224289442,0.119243276,0.33630269,-0.045209171,1.97151779955671,"2020-2021","Green beans",50,1.3,43,0.659390445418398
"458",2021-01-06,14,0.436690898,0.321425429,0.244166315,0.073879274,0.207220346,-0.03400802,0.248628113,0.073879274,0.207220346,0.317644576,0.310863233,0.156350781,1.97151779955671,"2020-2021","Green beans",25,1.09,43,0.552873527312349
"459",2021-01-06,17,0.549021645,0.328963557,0.198765594,0.030223244,0.202406435,0.008414314,0.243082731,0.030223244,0.202406435,0.284990151,0.303811556,0.148176142,1.97151779955671,"2020-2021","Green beans",100,1.15,43,0.583306932485506
"460",2021-01-06,19,0.481357521,0.355785477,0.234147287,0.042775371,0.224142727,-0.004696762,0.268989968,0.042775371,0.224142727,0.316605107,0.336183311,0.179174668,1.97151779955671,"2020-2021","Green beans",75,0.13,43,0.0659390445418398
"462",2021-01-06,20,0.336495755,0.271071769,0.250590691,0.066441858,0.193981786,-0.053554263,0.232804199,0.066441858,0.193981786,0.290047766,0.291059954,0.094298763,1.97151779955671,"2020-2021","Green beans",25,0.7,43,0.35505639368683
"463",2021-01-06,21,0.348977849,0.250255124,0.225502691,0.070428418,0.156966631,-0.067868676,0.188398278,0.070428418,0.156966631,0.043379978,0.235534984,-0.053439655,1.97151779955671,"2020-2021","Green beans",25,0.94,43,0.476790014379457
"464",2021-01-06,22,0.496381866,0.33669063,0.22729472,0.070937427,0.210721098,-0.01292161,0.252893696,0.070937427,0.210721098,0.462651015,0.316294487,0.284218635,1.97151779955671,"2020-2021","Green beans",75,1.03,43,0.522440122139192
"465",2021-01-06,23,0.511991663,0.361116775,0.258461209,0.095859408,0.240739391,-0.012531076,0.288900557,0.095859408,0.240739391,0.522600844,0.361118731,0.368336462,1.97151779955671,"2020-2021","Green beans",50,0.62,43,0.31447852012262
"466",2021-01-06,24,0.546054264,0.350692702,0.207718663,0.036517136,0.215348189,0.013033426,0.258398329,0.036517136,0.215348189,0.173777159,0.323072423,0.007856939,1.97151779955671,"2020-2021","Green beans",100,0.97,43,0.492006716966035
"478",2021-01-07,13,0.411775956,0.291314255,0.233886645,0.069900253,0.203122949,-0.026475637,0.243727594,0.069900253,0.203122949,0.220809139,0.304762686,0.130609695,2.4738726062238,"2020-2021","Green beans",50,1.3,44,0.525491893450554
"479",2021-01-07,14,0.414357968,0.298622358,0.236159976,0.072519922,0.2064682,-0.025668321,0.247619907,0.072519922,0.2064682,0.032543978,0.30962562,-0.074136995,2.4738726062238,"2020-2021","Green beans",25,0.4,44,0.161689813369401
"480",2021-01-07,17,0.53950256,0.329679737,0.222330012,0.069783118,0.203045135,-0.015345838,0.243537515,0.069783118,0.203045135,0.145970106,0.304633646,0.163792285,2.4738726062238,"2020-2021","Green beans",100,0.44,44,0.177858794706341
"481",2021-01-07,19,0.482204301,0.396011268,0.248597786,0.091937269,0.252235108,0.011199262,0.302725356,0.091937269,0.252235108,0.446854536,0.378518714,0.275434783,2.4738726062238,"2020-2021","Green beans",75,1.03,44,0.416351269426208
"483",2021-01-07,20,0.4539568,0.307247381,0.243671977,0.061975289,0.216929454,-0.02118173,0.260328349,0.061975289,0.216929454,0.332650625,0.325526658,0.169540079,2.4738726062238,"2020-2021","Green beans",25,0.36,44,0.145520832032461
"484",2021-01-07,21,0.460431842,0.310699767,0.214841244,0.02603928,0.191299509,-0.020274959,0.229577741,0.02603928,0.191299509,0.26110311,0.28708347,0.125992141,2.4738726062238,"2020-2021","Green beans",25,0.94,44,0.379971061418093
"485",2021-01-07,22,0.566481236,0.333917789,0.205941255,0.054194482,0.21305741,0.013024032,0.255616377,0.054194482,0.21305741,0.171679784,0.319621718,0.069579439,2.4738726062238,"2020-2021","Green beans",75,1.03,44,0.416351269426208
"486",2021-01-07,23,0.536208633,0.347525773,0.24501932,0.061267388,0.235394127,-0.002921175,0.282436244,0.061267388,0.235394127,0.431960994,0.35311051,0.291941706,2.4738726062238,"2020-2021","Green beans",50,1.3,44,0.525491893450554
"487",2021-01-07,24,0.462892857,0.342824179,0.195925926,0.058409201,0.214892278,0.025315904,0.257869765,0.058409201,0.214892278,0.400007903,0.322355362,0.312247102,2.4738726062238,"2020-2021","Green beans",100,0.18,44,0.0727604160162305
"499",2021-01-08,13,0.425193087,0.327021817,0.266735364,0.072936696,0.242045156,-0.017486217,0.290418745,0.072936696,0.242045156,0.516797517,0.362921481,0.32291699,1.80817121616125,"2020-2021","Green beans",50,2.41,45,1.33283838303567
"500",2021-01-08,14,0.468680625,0.369714137,0.254222915,0.069440287,0.253834762,0.007468433,0.304534684,0.069440287,0.253834762,0.371514957,0.380791894,0.238216468,1.80817121616125,"2020-2021","Green beans",25,0.94,45,0.519862273881132
"501",2021-01-08,17,0.504634434,0.384010561,0.213906333,0.021520234,0.239598191,0.03314529,0.287594465,0.021520234,0.239598191,0.420734671,0.359481107,0.336272958,1.80817121616125,"2020-2021","Green beans",100,0.97,45,0.536453623047551
"502",2021-01-08,19,0.471660317,0.366715051,0.275509287,0.126872379,0.265434392,-0.001824446,0.318623427,0.126872379,0.265434392,0.520603433,0.39827142,0.351532859,1.80817121616125,"2020-2021","Green beans",75,0.92,45,0.508801374436853
"504",2021-01-08,20,0.522001189,0.380554117,0.272913969,0.11113321,0.261549491,-0.004378662,0.313860623,0.11113321,0.261549491,0.70703774,0.392368178,0.515005271,1.80817121616125,"2020-2021","Green beans",25,0.94,45,0.519862273881132
"505",2021-01-08,21,0.416129371,0.321731518,0.236672045,0.081962485,0.21665591,-0.014693425,0.260042356,0.081962485,0.21665591,0.441749446,0.325114966,0.285041065,1.80817121616125,"2020-2021","Green beans",25,2.92,45,1.61489131886479
"506",2021-01-08,22,0.516422018,0.368341515,0.249678682,0.081833306,0.241927907,-0.001663676,0.29035557,0.081833306,0.241927907,0.463466834,0.363030501,0.324780976,1.80817121616125,"2020-2021","Green beans",75,1.47,45,0.812976109154537
"507",2021-01-08,23,0.522445081,0.384548472,0.277188119,0.084062452,0.271398324,0.002411272,0.325710586,0.084062452,0.271398324,0.416434803,0.407131759,0.26525046,1.80817121616125,"2020-2021","Green beans",50,1.3,45,0.718958463878162
"508",2021-01-08,24,0.547429795,0.371312208,0.218587779,0.058042677,0.233815713,0.022178468,0.280603298,0.058042677,0.233815713,0.46354181,0.350909796,0.33596242,1.80817121616125,"2020-2021","Green beans",100,2.06,45,1.13927264276078
"520",2021-01-09,13,0.427425954,0.327149484,0.266643449,0.072791431,0.242156657,-0.017237482,0.290615061,0.072791431,0.242156657,0.350279237,0.363136585,0.182145646,2.0518747868177,"2020-2021","Green beans",50,1.79,46,0.872372920365261
"521",2021-01-09,14,0.470162127,0.368143395,0.253304993,0.068005874,0.251632401,0.006010203,0.301991034,0.068005874,0.251632401,0.514587881,0.37763642,0.357463304,2.0518747868177,"2020-2021","Green beans",25,0.2,46,0.0974718346776828
"522",2021-01-09,17,0.493194925,0.381930019,0.208292553,0.021258313,0.238422872,0.037736702,0.286106383,0.021258313,0.238422872,0.509784587,0.3575,0.412475728,2.0518747868177,"2020-2021","Green beans",100,0.97,46,0.472738398186761
"523",2021-01-09,19,0.471887576,0.366436004,0.275183796,0.12727832,0.265887472,-0.000834209,0.319117779,0.12727832,0.265887472,0.383227307,0.398990248,0.232919171,2.0518747868177,"2020-2021","Green beans",75,1.22,46,0.594578191533865
"525",2021-01-09,20,0.521889627,0.380169205,0.269495581,0.109449863,0.258725998,-0.003852484,0.310467845,0.109449863,0.258725998,0.668060632,0.388023468,0.476314771,2.0518747868177,"2020-2021","Green beans",25,0.17,46,0.0828510594760303
"526",2021-01-09,21,0.417645855,0.319852721,0.232644826,0.080962845,0.214610467,-0.012746704,0.257550939,0.080962845,0.214610467,0.543953088,0.32199161,0.369044545,2.0518747868177,"2020-2021","Green beans",25,1.84,46,0.896740879034681
"527",2021-01-09,22,0.523722878,0.371886963,0.251891622,0.08404556,0.247017952,0.001753657,0.296496011,0.08404556,0.247017952,0.437761383,0.370656582,0.304274568,2.0518747868177,"2020-2021","Green beans",75,1.17,46,0.570210232864444
"528",2021-01-09,23,0.527455659,0.384035457,0.272898352,0.084307739,0.272113858,0.007884615,0.326492674,0.084307739,0.272113858,0.485149075,0.408185287,0.325347116,2.0518747868177,"2020-2021","Green beans",50,0.56,46,0.272921137097512
"529",2021-01-09,24,0.540978947,0.382598287,0.227982402,0.067957429,0.247452425,0.027548598,0.296994066,0.067957429,0.247452425,0.455550351,0.371295273,0.331021365,2.0518747868177,"2020-2021","Green beans",100,1.33,46,0.64818770060659
"541",2021-01-10,13,0.505296457,0.367682873,0.265246417,0.074973493,0.253416454,-0.004659336,0.304227371,0.074973493,0.253416454,0.591432958,0.380267033,0.361134084,2.03827083362318,"2020-2021","Green beans",50,1.89,47,0.927256559247517
"542",2021-01-10,14,0.489857195,0.364229137,0.264553207,0.085040786,0.245231739,-0.013863552,0.294386355,0.085040786,0.245231739,0.242528736,0.367969967,0.120293244,2.03827083362318,"2020-2021","Green beans",25,0.77,47,0.377771190804544
"543",2021-01-10,17,0.589556049,0.381314406,0.208826548,0.02036961,0.232073212,0.03008895,0.278504961,0.02036961,0.232073212,0.458449235,0.348121793,0.320104312,2.03827083362318,"2020-2021","Green beans",100,0.55,47,0.269836564860389
"544",2021-01-10,19,0.499368896,0.377400647,0.283472812,0.088776789,0.26650091,-0.010157671,0.319797857,0.088776789,0.26650091,0.389593693,0.399751364,0.21404999,2.03827083362318,"2020-2021","Green beans",75,1.51,47,0.740824023525794
"546",2021-01-10,20,0.499701007,0.373591002,0.281340647,0.084754556,0.252720342,-0.023367423,0.303255857,0.084754556,0.252720342,0.355886947,0.379127929,0.195043721,2.03827083362318,"2020-2021","Green beans",25,0.78,47,0.382677310165642
"547",2021-01-10,21,0.429189723,0.331167237,0.265418272,0.075360484,0.210101816,-0.053987342,0.252102367,0.075360484,0.210101816,0.32241607,0.315327463,0.157269474,2.03827083362318,"2020-2021","Green beans",25,1.95,47,0.956693275414105
"548",2021-01-10,22,0.539744606,0.380345395,0.25832294,0.071532294,0.241351893,-0.012011136,0.289732739,0.071532294,0.241351893,0.487931445,0.362124722,0.322792192,2.03827083362318,"2020-2021","Green beans",75,1.53,47,0.75063626224799
"549",2021-01-10,23,0.514337349,0.379075167,0.273479568,0.052246595,0.25934548,-0.007595967,0.311176367,0.052246595,0.25934548,0.271395656,0.389088979,0.146951266,2.03827083362318,"2020-2021","Green beans",50,0.84,47,0.41211402633223
"550",2021-01-10,24,0.559678715,0.377071372,0.243614151,0.030002546,0.232611351,-0.005787732,0.279221176,0.030002546,0.232611351,0.339528327,0.349045559,0.234604121,2.03827083362318,"2020-2021","Green beans",100,1.71,47,0.838946410747754
"562",2021-01-11,13,0.474154839,0.534696685,0.435989509,0.024062947,0.369279924,-0.135851216,0.443166428,0.024062947,0.369279924,0.233919886,0.553819742,-0.095359195,1.8855709754874,"2020-2021","Green beans",50,1.3,48,0.689446335831493
"563",2021-01-11,14,0.468922764,0.49682199,0.298302792,0.040418848,0.333263525,0.040571553,0.399934555,0.040418848,0.333263525,0.265462478,0.499930192,0.120850785,1.8855709754874,"2020-2021","Green beans",25,0.72,48,0.381847201383596
"564",2021-01-11,17,0.569232877,0.487081518,0.182014303,-0.016054827,0.293289631,0.109350417,0.351966627,-0.016054827,0.293289631,-0.244630513,0.440023838,-0.262331606,1.8855709754874,"2020-2021","Green beans",100,0.47,48,0.249261367569847
"565",2021-01-11,19,0.484474616,0.51767184,0.312363716,0.019629145,0.354317488,0.049520279,0.425150458,0.019629145,0.354317488,0.111740078,0.531465329,0.03082261,1.8855709754874,"2020-2021","Green beans",75,1.03,48,0.546253635312644
"567",2021-01-11,20,0.383283114,0.440643252,0.260371913,0.036508929,0.335736388,0.088556977,0.402966379,0.036508929,0.335736388,-0.023164098,0.503742934,-0.163998181,1.8855709754874,"2020-2021","Green beans",25,0.65,48,0.344723167915747
"568",2021-01-11,21,0.472303823,0.46788024,0.258405573,0.062919857,0.315168367,0.067038184,0.378173469,0.062919857,0.315168367,0.015510204,0.472867347,-0.123473558,1.8855709754874,"2020-2021","Green beans",25,0.94,48,0.498522735139695
"569",2021-01-11,22,0.48670297,0.482484735,0.261643174,0.022271446,0.319641563,0.069456303,0.383511881,0.022271446,0.319641563,-0.027892031,0.479343536,-0.117925185,1.8855709754874,"2020-2021","Green beans",75,1.03,48,0.546253635312644
"570",2021-01-11,23,0.434806474,0.452368715,0.268405335,0.038517981,0.332609452,0.0771441,0.399020006,0.038517981,0.332609452,0.215537478,0.49895332,0.098216153,1.8855709754874,"2020-2021","Green beans",50,0.48,48,0.254564800922397
"571",2021-01-11,24,0.563469388,0.519355011,0.255633252,0.031388753,0.31993643,0.071501222,0.38405868,0.031388753,0.31993643,0.129073981,0.479863081,0.051796165,1.8855709754874,"2020-2021","Green beans",100,0.97,48,0.514433035197345
"583",2021-01-12,13,0.465763074,0.51362326,0.31764988,0.025525865,0.38177458,0.085262076,0.458191161,0.025525865,0.38177458,-0.090483042,0.57284344,-0.095266068,1.35971544443753,"2020-2021","Green beans",50,1.3,49,0.956082396002915
"584",2021-01-12,14,0.471867704,0.519844607,0.30588257,0.023072378,0.348762925,0.058039143,0.418574594,0.023072378,0.348762925,0.15929099,0.523330871,0.075842572,1.35971544443753,"2020-2021","Green beans",25,0.94,49,0.6913211171098
"585",2021-01-12,17,0.537833066,0.517348618,0.256452469,0.043175783,0.322347318,0.079245884,0.386787042,0.043175783,0.322347318,-0.07795539,0.483351036,0.359316969,1.35971544443753,"2020-2021","Green beans",100,0.97,49,0.71338455701756
"586",2021-01-12,19,0.495014663,0.546044421,0.301664081,0.059259116,0.377897595,0.096679597,0.453320403,0.059259116,0.377897595,0.168429015,0.56670287,0.102289484,1.35971544443753,"2020-2021","Green beans",75,1.03,49,0.757511436833079
"588",2021-01-12,20,0.394278075,0.455339763,0.313051847,0.085439305,0.356333437,0.062800373,0.427699472,0.085439305,0.356333437,0.339699612,0.53469109,0.188953488,1.35971544443753,"2020-2021","Green beans",25,0.94,49,0.6913211171098
"589",2021-01-12,21,0.497058824,0.490993228,0.296643226,0.034767932,0.330736053,0.047191749,0.396966714,0.034767932,0.330736053,0.071293952,0.496146273,0.18440225,1.35971544443753,"2020-2021","Green beans",25,0.94,49,0.6913211171098
"590",2021-01-12,22,0.522888889,0.495125112,0.286832662,0.034424908,0.335715855,0.063727572,0.40281948,0.034424908,0.335715855,-0.013189308,0.503478579,0.425124725,1.35971544443753,"2020-2021","Green beans",75,1.03,49,0.757511436833079
"591",2021-01-12,23,0.457349914,0.465610252,0.290341905,0.04402104,0.35604325,0.086090006,0.42735827,0.04402104,0.35604325,0.308975922,0.534172998,0.207726303,1.35971544443753,"2020-2021","Green beans",50,1.3,49,0.956082396002915
"592",2021-01-12,24,0.54765861,0.535321888,0.264698845,0.041027228,0.339933993,0.090911716,0.407990924,0.041027228,0.339933993,0.336909091,0.509909241,0.234997886,1.35971544443753,"2020-2021","Green beans",100,0.97,49,0.71338455701756
"604",2021-01-13,13,0.309806049,0.310535578,0.286197824,0.043279921,0.277357072,0.004547972,0.332805143,0.043279921,0.277357072,0.092199802,0.416096934,-0.001744554,1.61895418187704,"2020-2021","Green beans",50,1.3,50,0.802987517838683
"605",2021-01-13,14,0.351084467,0.337005141,0.28389981,0.030875079,0.268776157,-0.004352145,0.322578736,0.030875079,0.268776157,0.011445783,0.403255126,0.017707224,1.61895418187704,"2020-2021","Green beans",25,0.94,50,0.580621743667971
"606",2021-01-13,17,0.44541502,0.491444889,0.275759461,0.03005184,0.308501814,0.043659927,0.370316226,0.03005184,0.308501814,0.355101089,0.462861586,0.308335925,1.61895418187704,"2020-2021","Green beans",100,0.97,50,0.599152224848864
"607",2021-01-13,19,0.323723005,0.349986371,0.304647742,0.04992,0.297845161,0.00668129,0.35744,0.04992,0.297845161,0.221065806,0.446864516,0.067795071,1.61895418187704,"2020-2021","Green beans",75,1.03,50,0.636213187210649
"609",2021-01-13,20,0.315,0.368242742,0.313127562,0.053619484,0.296455269,-0.005059079,0.355681215,0.053619484,0.296455269,0.391855996,0.444670846,0.204390659,1.61895418187704,"2020-2021","Green beans",25,0.94,50,0.580621743667971
"610",2021-01-13,21,0.363530513,0.315667606,0.242649787,0.070904989,0.230065179,-0.004835798,0.276121835,0.070904989,0.230065179,0.223253948,0.345309601,0.231316119,1.61895418187704,"2020-2021","Green beans",25,0.94,50,0.580621743667971
"611",2021-01-13,22,0.386671576,0.349066423,0.247532081,0.062532081,0.251203025,0.012951421,0.301516957,0.062532081,0.251203025,0.292124198,0.377016499,0.260245357,1.61895418187704,"2020-2021","Green beans",75,1.03,50,0.636213187210649
"612",2021-01-13,23,0.387635338,0.367831985,0.258761986,0.059865672,0.282262945,0.036622629,0.33879821,0.059865672,0.282262945,0.25437247,0.423473258,0.259867747,1.61895418187704,"2020-2021","Green beans",50,1.3,50,0.802987517838683
"613",2021-01-13,24,0.37638237,0.431221601,0.271147541,0.034877814,0.292587592,0.033143684,0.351192543,0.034877814,0.292587592,0.386409515,0.438894246,0.155541626,1.61895418187704,"2020-2021","Green beans",100,2.04,50,1.2600727203007
"625",2021-01-14,13,0.39140976,0.459828797,0.326951391,0.038305704,0.381652149,0.077993818,0.45797134,0.038305704,0.381652149,0.143877494,0.572433268,0.123979764,1.30609937417228,"2020-2021","Green beans",50,3.08,51,2.3581666609035
"626",2021-01-14,14,0.376530249,0.423754165,0.32036757,0.044926969,0.348923358,0.04737487,0.418709593,0.044926969,0.348923358,0.121983837,0.523592284,0.007199478,1.30609937417228,"2020-2021","Green beans",25,0.03,51,0.0229691557880211
"627",2021-01-14,17,0.432073171,0.477347046,0.29965601,0.017782274,0.344212869,0.061614731,0.413160664,0.017782274,0.344212869,0.116183731,0.516584379,0.221657884,1.30609937417228,"2020-2021","Green beans",100,0.97,51,0.742669370479349
"628",2021-01-14,19,0.348214075,0.387570313,0.315802597,0.046981818,0.351509091,0.057498701,0.421831169,0.046981818,0.351509091,0.340148052,0.52741039,0.211780146,1.30609937417228,"2020-2021","Green beans",75,1.1,51,0.842202378894107
"630",2021-01-14,20,0.331369014,0.394539317,0.335987097,0.090289107,0.35804129,0.042459355,0.429664516,0.090289107,0.35804129,0.127574194,0.536534884,0.001677419,1.30609937417228,"2020-2021","Green beans",25,0.94,51,0.719700214691328
"631",2021-01-14,21,0.426198347,0.441725225,0.2702849,0.05957265,0.323272792,0.069690171,0.387987892,0.05957265,0.323272792,0.310534188,0.484889601,0.203247863,1.30609937417228,"2020-2021","Green beans",25,2.83,51,2.16675702933666
"632",2021-01-14,22,0.364879687,0.402987368,0.281107011,0.04460058,0.3128466,0.047698998,0.375574591,0.04460058,0.3128466,0.334310065,0.469414866,0.273308067,1.30609937417228,"2020-2021","Green beans",75,1.79,51,1.37049296201859
"633",2021-01-14,23,0.399279152,0.45648265,0.30857333,0.053237487,0.367330317,0.080841097,0.440833112,0.053237487,0.367330317,0.238804898,0.551176471,0.182605803,1.30609937417228,"2020-2021","Green beans",50,0.44,51,0.336880951557643
"645",2021-01-15,13,0.407148478,0.331156384,0.299108911,0.134867541,0.275790741,-0.014719026,0.330858978,0.134867541,0.275790741,0.10180091,0.409850545,0.207214286,2.20939454063631,"2020-2021","Green beans",50,2.83,52,1.2808939046192
"646",2021-01-15,14,0.486726257,0.380901526,0.278622645,0.108612408,0.282176088,0.013333333,0.338676005,0.108612408,0.282176088,0.31978656,0.422990155,0.192751376,2.20939454063631,"2020-2021","Green beans",25,0.69,52,0.31230275412977
"647",2021-01-15,17,0.484569749,0.40848883,0.264533782,0.091470498,0.260110058,0.00245185,0.312063589,0.091470498,0.260110058,0.540907979,0.390076429,0.308251299,2.20939454063631,"2020-2021","Green beans",100,0.71,52,0.321355007872662
"648",2021-01-15,19,0.504446219,0.386894813,0.272171649,0.110541948,0.298756027,0.039612343,0.358441659,0.110541948,0.298756027,0.562059788,0.448032787,0.401695275,2.20939454063631,"2020-2021","Green beans",75,2.49,52,1.12700559099004
"650",2021-01-15,20,0.549478624,0.380821482,0.288599343,0.12078506,0.292130382,0.013477434,0.350546429,0.12078506,0.292130382,0.513475705,0.438066413,0.306028013,2.20939454063631,"2020-2021","Green beans",25,0.62,52,0.280619866029649
"651",2021-01-15,21,0.47064502,0.372912593,0.266528926,0.065154959,0.255565599,-0.004047004,0.306756198,0.065154959,0.255565599,0.12816374,0.383424587,0.111617571,2.20939454063631,"2020-2021","Green beans",25,2.68,52,1.21300200154751
"652",2021-01-15,22,0.536563589,0.400947153,0.262515931,0.061548265,0.258921407,0.002957281,0.310608921,0.061548265,0.258921407,0.463699877,0.388286523,0.251677737,2.20939454063631,"2020-2021","Green beans",75,2.03,52,0.918803754903527
"653",2021-01-15,23,0.534928122,0.395034671,0.279205494,0.089422809,0.293471836,0.025485049,0.352126217,0.089422809,0.293471836,0.451673721,0.440133866,0.317322751,2.20939454063631,"2020-2021","Green beans",50,1.42,52,0.642710015745325
"654",2021-01-15,24,0.516850934,0.383986152,0.244039123,0.087588134,0.270511608,0.036427343,0.324606621,0.087588134,0.270511608,0.350702923,0.405709372,0.13471487,2.20939454063631,"2020-2021","Green beans",100,2.36,52,1.06816594166124
"666",2021-01-20,13,0.524864599,0.402988058,0.31245173,0.118227687,0.328216758,0.028774135,0.393932605,0.118227687,0.328216758,0.178165756,0.492300966,0.197839055,2.41901258902057,"2020-2021","Green beans",50,1.3,57,0.537409356983278
"667",2021-01-20,14,0.500491991,0.405523071,0.314584316,0.135898161,0.316377495,0.011838755,0.379605532,0.135898161,0.316377495,0.189973283,0.470331063,0.287507687,2.41901258902057,"2020-2021","Green beans",25,0.34,57,0.14055321644178
"668",2021-01-20,17,0.588545966,0.413077155,0.285112601,0.104474531,0.277723861,-0.000927614,0.33330563,0.104474531,0.277723861,0.285911528,0.41672118,0.194283024,2.41901258902057,"2020-2021","Green beans",100,0.97,57,0.400990058672138
"669",2021-01-20,19,0.464014637,0.401176189,0.324906865,0.135722902,0.332877417,0.020904737,0.399411034,0.135722902,0.332877417,0.426265744,0.494285202,0.300968087,2.41901258902057,"2020-2021","Green beans",75,1.03,57,0.425793567455982
"671",2021-01-20,20,0.520765766,0.388394784,0.30614023,0.126465028,0.315038666,0.020787077,0.378128544,0.126465028,0.315038666,0.583576216,0.472686029,0.399721602,2.41901258902057,"2020-2021","Green beans",25,0.61,57,0.252169005969076
"672",2021-01-20,21,0.518027277,0.384083356,0.284542711,0.094410399,0.279143454,0.00281337,0.334883937,0.094410399,0.279143454,0.295287837,0.418616527,0.383662332,2.41901258902057,"2020-2021","Green beans",25,0.94,57,0.388588304280216
"673",2021-01-20,22,0.531119921,0.403356625,0.301057208,0.105114416,0.274135011,-0.021787185,0.328970252,0.105114416,0.274135011,0.319558352,0.411267735,0.282352403,2.41901258902057,"2020-2021","Green beans",75,1.03,57,0.425793567455982
"674",2021-01-20,23,0.526595833,0.402800669,0.302457655,0.096233809,0.310396878,0.019045168,0.372416141,0.096233809,0.310396878,0.442149908,0.465460887,0.318467459,2.41901258902057,"2020-2021","Green beans",50,0.12,57,0.0496070175676872
"675",2021-01-20,24,0.562816781,0.39245855,0.267667782,0.085391732,0.289848455,0.033491439,0.347846881,0.085391732,0.289848455,0.32321787,0.434819917,0.189923168,2.41901258902057,"2020-2021","Green beans",100,0.97,57,0.400990058672138
"687",2021-01-21,13,0.406011146,0.34576481,0.325202649,0.131953901,0.311980132,-0.000582781,0.374321854,0.131953901,0.311980132,0.217784106,0.44168516,0.119601272,2.32548383258143,"2020-2021","Green beans",50,4.28,58,1.84047721168156
"688",2021-01-21,14,0.459671562,0.380641068,0.322311917,0.122553654,0.316426108,0.005853877,0.379759867,0.122553654,0.316426108,0.195514114,0.449614049,0.296741923,2.32548383258143,"2020-2021","Green beans",25,0.38,58,0.163406855242755
"689",2021-01-21,17,0.462597701,0.415976183,0.276921215,0.08970691,0.290204356,0.023119118,0.348257596,0.08970691,0.290204356,0.250879269,0.435262167,0.112120151,2.32548383258143,"2020-2021","Green beans",100,0.26,58,0.111804690429253
"690",2021-01-21,19,0.392085592,0.345571505,0.319801217,0.118027045,0.311995943,0.006423259,0.374398918,0.118027045,0.311995943,0.538439486,0.425312591,0.388663962,2.32548383258143,"2020-2021","Green beans",75,1.67,58,0.718130126987897
"692",2021-01-21,20,0.380067812,0.317030863,0.306656147,0.116515974,0.292517041,-0.001757132,0.351086847,0.116515974,0.292517041,0.366423883,0.416172305,0.19932719,2.32548383258143,"2020-2021","Green beans",25,0.54,58,0.232209741660757
"693",2021-01-21,21,0.434940799,0.322515565,0.266329446,0.087559767,0.247801749,-0.012196793,0.297397959,0.087559767,0.247801749,0.346465015,0.369032353,0.32687172,2.32548383258143,"2020-2021","Green beans",25,2.35,58,1.01054239426441
"694",2021-01-21,22,0.513097094,0.391754802,0.326537714,0.121543546,0.295938958,-0.023825816,0.355268274,0.121543546,0.295938958,0.371745723,0.444082426,0.356588258,2.32548383258143,"2020-2021","Green beans",75,2.11,58,0.907338064637402
"695",2021-01-21,23,0.521900942,0.40097404,0.329262036,0.068355822,0.316669998,-0.002538731,0.380009995,0.068355822,0.316669998,0.366774946,0.474180848,0.273719807,2.32548383258143,"2020-2021","Green beans",50,0.43,58,0.184907757248381
"696",2021-01-21,24,0.460987272,0.393402728,0.291082413,0.085828076,0.292600552,0.011606861,0.351157334,0.085828076,0.292600552,0.485390379,0.438990536,0.247020899,2.32548383258143,"2020-2021","Green beans",100,3.65,58,1.56956584641067
"708",2021-01-22,13,0.411799351,0.367029199,0.331617847,0.140647633,0.321353356,0.001496725,0.385693981,0.140647633,0.321353356,0.124725003,0.445197256,0.278741419,2.44352525684316,"2020-2021","Green beans",50,1.3,59,0.53201823732303
"709",2021-01-22,14,0.480214451,0.404295474,0.318028522,0.120113561,0.325167041,0.019710777,0.390113561,0.120113561,0.325167041,0.263746204,0.477758945,0.206503367,2.44352525684316,"2020-2021","Green beans",25,0.71,59,0.290563806537962
"710",2021-01-22,17,0.570265614,0.428716493,0.290806908,0.097992639,0.282046999,-0.002621744,0.338428652,0.097992639,0.282046999,0.19054077,0.423165345,0.07265873,2.44352525684316,"2020-2021","Green beans",100,0.76,59,0.311026046435002
"711",2021-01-22,19,0.514978632,0.43295437,0.337259625,0.120589797,0.345490233,0.02099393,0.414629243,0.120589797,0.345490233,0.525330931,0.51737462,0.351114486,2.44352525684316,"2020-2021","Green beans",75,1.99,59,0.814397147902176
"713",2021-01-22,20,0.523581967,0.404279652,0.314860578,0.098812824,0.329711137,0.028173318,0.395575221,0.098812824,0.329711137,0.607528325,0.494283328,0.42048806,2.44352525684316,"2020-2021","Green beans",25,1.05,59,0.429707037837832
